Compound Name,pubChem ID,flavor profile,smiles,Source,Aroma/Taste Threshold Values
Geranyl propionate,5355853,bitter,CCC(=O)OCC=C(/C)CCC=C(C)C,BitterSweet,"Taste Threshold Values:Taste characteristics at 5.0 ppm; waxy, floral rosey, vegetative and fruity tropical, with an herbal nuance"
tetracaine Hydrochloride,8695,bitter,Cl.CCCCNc1ccc(cc1)C(=O)OCCN(C)C,BitterSweet,The Aroma/Taste threshold values foris unknown
Cyclobarbital,5838,bitter,[Ca+2].CCC1(C(=O)NC(=NC1=O)[O-])c2ccccc2.CCC3(C(=O)NC(=NC3=O)[O-])c4ccccc4,BitterSweet,The Aroma/Taste threshold values foris unknown
"3,4-Dinitrobenzoic Acid",10709,bitter,OC(=O)c1ccc(c(c1)[N+](=O)[O-])[N+](=O)[O-],BitterSweet,The Aroma/Taste threshold values foris unknown
Sulfamethoxypyridazine,5330,bitter,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,BitterSweet,The Aroma/Taste threshold values foris unknown
Ursodiol,31401,bitter,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,BitterSweet,The Aroma/Taste threshold values foris unknown
pemirolast,57697,bitter,Cc1cccn2c(=O)c(cnc12)c1nn[nH]n1,BitterSweet,The Aroma/Taste threshold values foris unknown
Nobiletin,72344,bitter,COc1ccc(cc1OC)C2=CC(=O)c3c(OC)c(OC)c(OC)c(OC)c3O2,BitterSweet,The Aroma/Taste threshold values foris unknown
Chrysin,5281607,bitter,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,BitterSweet,The Aroma/Taste threshold values foris unknown
Etilefrin Hydrochloride,164652,bitter,Cl.CCNCC(O)c1cccc(O)c1,BitterSweet,The Aroma/Taste threshold values foris unknown
Sinigrin,23682211,bitter,[K+].OC[C@H]1O[C@@H](SC(=NOS(=O)(=O)[O-])CC=C)[C@H](O)[C@@H](O)[C@@H]1O,BitterSweet,The Aroma/Taste threshold values foris unknown
propallylonal,11020,bitter,CC(C)C1(CC(=C)br)C(=O)NC(=O)NC1=O,BitterSweet,The Aroma/Taste threshold values foris unknown
Guaifenesin,3516,bitter,COc1ccccc1OCC(O)CO,BitterSweet,The Aroma/Taste threshold values foris unknown
phenylephrine,6041,bitter,Cl.CNCC(O)c1cccc(O)c1,BitterSweet,The Aroma/Taste threshold values foris unknown
Cinnamedrine,5370611,bitter,CC(C(O)c1ccccc1)N(C)CC=C/c2ccccc2,BitterSweet,The Aroma/Taste threshold values foris unknown
Acetylpyrazine,30914,bitter,CC(=O)c1cnccn1,BitterSweet,"Taste Threshold Values:Taste characteristics at 10 ppm; roasted, nutty, bready, yeasty with popcorn, corn chip nuance"
Diphenhydramine,3100,bitter,CN(C)CCOC(c1ccccc1)c2ccccc2,BitterSweet,The Aroma/Taste threshold values foris unknown
Ipodate Sodium salt,23671932,bitter,[Na+].CN(C)C=Nc1c(I)cc(I)c(CCC(=O)[O-])c1I,BitterSweet,The Aroma/Taste threshold values foris unknown
Dextromethorphan,5360696,bitter,COc1ccc2C[C@@H]3[C@H]4CCCC[C@]4(CCN3C)c2c1,BitterSweet,The Aroma/Taste threshold values foris unknown
Iodinated Glycerol,21852,bitter,CC(I)C1OCC(CO)O1,BitterSweet,The Aroma/Taste threshold values foris unknown
5-hydroxyflavone,68112,bitter,Oc1cccc2OC(=CC(=O)c12)c3ccccc3,BitterSweet,The Aroma/Taste threshold values foris unknown
viquidil Hydrochloride,198279,bitter,Cl.COc1ccc2nccc(C(=O)CCC3CCNCC3C=C)c2c1,BitterSweet,The Aroma/Taste threshold values foris unknown
propafenone Hydrochloride,36708,bitter,Cl.CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,BitterSweet,The Aroma/Taste threshold values foris unknown
topiramate,5284627,bitter,CC1(C)OC2COC3(COS(=O)(=O)N)OC(C)(C)OC3C2O1,BitterSweet,The Aroma/Taste threshold values foris unknown
Drotebanol,5463863,bitter,COc1ccc2CC3N(C)CCC4(CC(O)CCC34O)c2c1OC,BitterSweet,The Aroma/Taste threshold values foris unknown
Herbacetin,5280544,bitter,OC1=C(Oc2c(O)c(O)cc(O)c2C1=O)c3ccc(O)cc3,BitterSweet,The Aroma/Taste threshold values foris unknown
Sulfamethoxazole,5329,bitter,Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1,BitterSweet,The Aroma/Taste threshold values foris unknown
Senecionine,5280906,bitter,CC=C1/CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,BitterSweet,The Aroma/Taste threshold values foris unknown
Mibefradil Dihydrochloride,60662,bitter,Cl.Cl.COCC(=O)OC1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc4cc(f)ccc4C1C(C)C,BitterSweet,The Aroma/Taste threshold values foris unknown
Noscapine,275196,bitter,COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5c(OC)c34,BitterSweet,The Aroma/Taste threshold values foris unknown
Coriamyrtin,433737,bitter,CC(=C)C1[C@H]2C[C@@]3(C)[C@](O)([C@@H]4O[C@@H]4[C@@]35CO5)[C@@H]1C(=O)O2,BitterSweet,The Aroma/Taste threshold values foris unknown
Amodiaquin Dihydrochloride dihydrate,64646,bitter,O.O.Cl.Cl.CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,BitterSweet,The Aroma/Taste threshold values foris unknown
Dicyclomine Hydrochloride,441344,bitter,Cl.CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,BitterSweet,The Aroma/Taste threshold values foris unknown
pantothenic Acid Calcium salt,443753,bitter,[Ca+2].CC(C)(CO)C(O)C(=O)NCCC(=O)[O-].CC(C)(CO)C(O)C(=O)NCCC(=O)[O-],BitterSweet,The Aroma/Taste threshold values foris unknown
Sulfisoxazole,5344,bitter,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,BitterSweet,The Aroma/Taste threshold values foris unknown
pentylenetetrazole,5917,bitter,C1CCc2nnnn2CC1,BitterSweet,The Aroma/Taste threshold values foris unknown
3-methyl-2-phenylbutyraldehyde,12255414,bitter,CC(C)C(C=O)c1ccccc1,BitterSweet,The Aroma/Taste threshold values for3-METHYL-2-PHENYLBUTYRALDEHYDEis unknown
4'-hydroxy-6-methoxyflavone,676306,bitter,COc1ccc2OC(=CC(=O)c2c1)c3ccc(O)cc3,BitterSweet,The Aroma/Taste threshold values foris unknown
Chloroquine,2719,bitter,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,BitterSweet,The Aroma/Taste threshold values foris unknown
Streptomycin,19649,bitter,CNC1C(O)C(O)C(CO)OC1OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O,BitterSweet,The Aroma/Taste threshold values foris unknown
Eprazinone Dihydrochloride,73356,bitter,Cl.Cl.CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c3ccccc3,BitterSweet,The Aroma/Taste threshold values foris unknown
4'-hydroxyflavone,229016,bitter,Oc1ccc(cc1)C2=CC(=O)c3ccccc3O2,BitterSweet,The Aroma/Taste threshold values foris unknown
fentanyl Citrate,13810,bitter,CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c3ccccc3.OC(=O)CC(O)(CC(=O)O)C(=O)O,BitterSweet,The Aroma/Taste threshold values foris unknown
Methylergonovine Maleate,5281072,bitter,CCC(CO)NC(=O)C1CN(C)C2Cc3c[nH]c4cccc(C2=C1)c34.OC(=O)C=C/C(=O)O,BitterSweet,The Aroma/Taste threshold values foris unknown
thiamine,1130,bitter,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,BitterSweet,The Aroma/Taste threshold values foris unknown
Coumestrol,5281707,bitter,Oc1ccc2c(OC(=O)c3c2oc4cc(O)ccc34)c1,BitterSweet,The Aroma/Taste threshold values foris unknown
Dipyridamole,3108,bitter,OCCN(CCO)c1nc(N2CCCCC2)c3nc(nc(N4CCCCC4)c3n1)N(CCO)CCO,BitterSweet,The Aroma/Taste threshold values foris unknown
papaverine,4680,bitter,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,BitterSweet,The Aroma/Taste threshold values foris unknown
Melilotoside,5280759,bitter,OCC1OC(Oc2ccccc2C=C/C(=O)O)C(O)C(O)C1O,BitterSweet,The Aroma/Taste threshold values foris unknown
Daidzein,5281708,bitter,Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,BitterSweet,The Aroma/Taste threshold values foris unknown
picric Acid,6954,bitter,Oc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],BitterSweet,The Aroma/Taste threshold values foris unknown
Cohumulone,196915,bitter,CC(C)C(=O)C1=C(O)C(=C(O)C(O)(CC=C(C)C)C1=O)CC=C(C)C,BitterSweet,The Aroma/Taste threshold values foris unknown
Nicotine,89594,bitter,CN1CCCC1c2cccnc2,BitterSweet,The Aroma/Taste threshold values foris unknown
Secobarbital Sodium,14148199,bitter,[Na+].CCCC(C)C1(CC=C)C(=O)NC(=O)[N-]C1=O,BitterSweet,The Aroma/Taste threshold values foris unknown
Hexethal Sodium,23690440,bitter,[Na+].CCCCCCC1(CC)C(=O)NC(=NC1=O)[O-],BitterSweet,The Aroma/Taste threshold values foris unknown
bretylium tosylate,6100,bitter,CC[N+](C)(C)Cc1ccccc1br.Cc2ccc(cc2)S(=O)(=O)[O-],BitterSweet,The Aroma/Taste threshold values foris unknown
Malathion,4004,bitter,CCOC(=O)CC(Sp(=S)(OC)OC)C(=O)OCC,BitterSweet,The Aroma/Taste threshold values foris unknown
Xanthohumol,639665,bitter,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)C=Cc2ccc(O)cc2,BitterSweet,The Aroma/Taste threshold values foris unknown
Swertiamarin,442435,bitter,OC[C@H]1O[C@@H](O[C@@H]2OC=C3C(=O)OCCC3(O)[C@H]2C=C)[C@H](O)[C@@H](O)[C@@H]1O,BitterSweet,The Aroma/Taste threshold values foris unknown
pseudoephedrine,7028,bitter,CNC(C)C(O)c1ccccc1.OS(=O)(=O)O,BitterSweet,The Aroma/Taste threshold values foris unknown
1-Naphthoic acid,6847,bitter,OC(=O)c1cccc2ccccc12,BitterSweet,The Aroma/Taste threshold values foris unknown
"4,4'-Oxydi-2-butanol",92141,bitter,CC(O)CCOCCC(C)O,BitterSweet,The Aroma/Taste threshold values foris unknown
Scutellarein,5281697,bitter,Oc1ccc(cc1)C2=CC(=O)c3c(O)c(O)c(O)cc3O2,BitterSweet,The Aroma/Taste threshold values foris unknown
Homocamfin,222994,bitter,CC(C)C1CC(=CC(=O)C1)C,BitterSweet,The Aroma/Taste threshold values foris unknown
Strychnine,441071,bitter,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,BitterSweet,The Aroma/Taste threshold values foris unknown
Nialamide,4472,bitter,O=C(CCNNC(=O)c1ccncc1)NCc2ccccc2,BitterSweet,The Aroma/Taste threshold values foris unknown
Cyclexedrine Hydrochloride,115662,bitter,Cl.CNCC(C)C1CCCCC1,BitterSweet,The Aroma/Taste threshold values foris unknown
Isoeugenyl methyl ether,1549045,bitter,COc1ccc(C=CC)cc1OC,BitterSweet,The Aroma/Taste threshold values forISOEUGENYL METHYL ETHERis unknown
Aristolochic acid,2236,bitter,COc1cccc2c1cc(c3c(cc4OCOc4c23)C(=O)O)[N+](=O)[O-],BitterSweet,The Aroma/Taste threshold values foris unknown
Dicumarol,54676038,bitter,OC1=C(CC2=C(O)Oc3ccccc3C2=O)C(=O)c4ccccc4O1,BitterSweet,The Aroma/Taste threshold values foris unknown
D-camphor,159055,bitter,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,BitterSweet,"Taste Threshold Values:Taste characteristics at 20 ppm; medicinal, camphoraceous, mentholic and woody"
"3,5-Diiodosalicylic Acid",8631,bitter,OC(=O)c1cc(I)cc(I)c1O,BitterSweet,The Aroma/Taste threshold values foris unknown
Azathioprine,2265,bitter,Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],BitterSweet,The Aroma/Taste threshold values foris unknown
Colupulone,373677,bitter,CC(C)C(=O)C1=C(O)C(=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O)CC=C(C)C,BitterSweet,The Aroma/Taste threshold values foris unknown
pipradrol Hydrochloride,66008,bitter,Cl.OC(C1CCCCN1)(c2ccccc2)c3ccccc3,BitterSweet,The Aroma/Taste threshold values foris unknown
"6,4'-dihydroxyflavone",182362,bitter,Oc1ccc(cc1)C2=CC(=O)c3cc(O)ccc3O2,BitterSweet,The Aroma/Taste threshold values foris unknown
Mersalyl,23690449,bitter,O.[Na+].COC(C[Hg])CNC(=O)c1ccccc1OCC(=O)[O-],BitterSweet,The Aroma/Taste threshold values foris unknown
Glucovanillin,6452133,bitter,COc1cc(C=O)ccc1OC2OC(CO)C(O)C(O)C2O,BitterSweet,The Aroma/Taste threshold values foris unknown
Amprotropine phosphate,8644,bitter,CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1.Op(=O)(O)O,BitterSweet,The Aroma/Taste threshold values foris unknown
Arecoline Hydrobromide,9301,bitter,br.COC(=O)C1=CCCN(C)C1,BitterSweet,The Aroma/Taste threshold values foris unknown
Magnesium Sulfate Heptahydrate,24843,bitter,O.O.O.O.O.O.O.[Mg+2].[O-]S(=O)(=O)[O-],BitterSweet,The Aroma/Taste threshold values foris unknown
plaunotol,5282197,bitter,CC(=CCCC(=CCCC(=CCCC(=CCO)C)CO)C)C,BitterSweet,The Aroma/Taste threshold values foris unknown
"7,3',4'-trihydroxyflavone",5322065,bitter,Oc1ccc2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3,BitterSweet,The Aroma/Taste threshold values foris unknown
butalbital,2481,bitter,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,BitterSweet,The Aroma/Taste threshold values foris unknown
Warfarin Sodium salt,16204922,bitter,[Na+].CC(=O)CC(C1=C([O-])c2ccccc2OC1=O)c3ccccc3,BitterSweet,The Aroma/Taste threshold values foris unknown
prednisone,5865,bitter,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,BitterSweet,The Aroma/Taste threshold values foris unknown
tricetin,5281701,bitter,Oc1cc(O)c2C(=O)C=C(Oc2c1)c3cc(O)c(O)c(O)c3,BitterSweet,The Aroma/Taste threshold values foris unknown
Methamphetamine Hydrochloride,66124,bitter,Cl.CNC(C)Cc1ccccc1,BitterSweet,The Aroma/Taste threshold values foris unknown
pentamidine Isethionate,8813,bitter,NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1.OCCS(=O)(=O)O.OCCS(=O)(=O)O,BitterSweet,The Aroma/Taste threshold values foris unknown
Nikethamide,5497,bitter,CCN(CC)C(=O)c1cccnc1,BitterSweet,The Aroma/Taste threshold values foris unknown
Lomefloxacin,3948,bitter,CCN1C=C(C(=O)O)C(=O)c2cc(f)c(N3CCNC(C)C3)c(f)c12,BitterSweet,The Aroma/Taste threshold values foris unknown
Alpha-Linolenic Acid,5280934,bitter,CCC=CCC=CCC=CCCCCCCCC(=O)O,BitterSweet,The Aroma/Taste threshold values foris unknown
phenyl beta-D-glucopyranoside,65080,bitter,OC[C@H]1O[C@@H](Oc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,BitterSweet,The Aroma/Taste threshold values foris unknown
6-Methyl-2-thiouracil,667493,bitter,Cc1cc(O)nc(S)n1,BitterSweet,The Aroma/Taste threshold values foris unknown
Quinazoline,9210,bitter,c1ccc2ncncc2c1,BitterSweet,The Aroma/Taste threshold values foris unknown
Chloral Hydrate,2707,bitter,OC(O)C(Cl)(Cl)Cl,BitterSweet,The Aroma/Taste threshold values foris unknown
Atranorin,68066,bitter,COC(=O)c1c(C)cc(OC(=O)c2c(C)cc(O)c(C=O)c2O)c(C)c1O,BitterSweet,The Aroma/Taste threshold values foris unknown
berberine,2353,bitter,COc1ccc2cc3c4cc5OCOc5cc4CC[n+]3cc2c1OC,BitterSweet,The Aroma/Taste threshold values foris unknown
Dodecarbonium Chloride,7535,bitter,[Cl-].CCCCCCCCCCCCNC(=O)C[N+](C)(C)Cc1ccccc1,BitterSweet,The Aroma/Taste threshold values foris unknown
Columbin,188289,bitter,CC12CC(OC(=O)C1CCC3(C)C2C4OC(=O)C3(O)C=C4)c5cocc5,BitterSweet,The Aroma/Taste threshold values foris unknown
Amphetamine Sulfate,6055,bitter,CC(N)Cc1ccccc1.CC(N)Cc2ccccc2.OS(=O)(=O)O,BitterSweet,The Aroma/Taste threshold values foris unknown
Artemisin,65030,bitter,CC1C2C(O)CC3(C)C=CC(=O)C(=C3C2OC1=O)C,BitterSweet,The Aroma/Taste threshold values foris unknown
Enalapril,5388962,bitter,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,BitterSweet,The Aroma/Taste threshold values foris unknown
Erythromycin,12560,bitter,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,BitterSweet,The Aroma/Taste threshold values foris unknown
CALCIUM GLUCONAtE,9290,tasteless,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ca+2],BitterSweet,The Aroma/Taste threshold values foris unknown
"3-Methylcyclopentane-1,2-dione",61209,sweet,CC1CCC(=O)C1=O,BitterSweet,"Taste Threshold Values:Taste characteristics at 5 ppm; sweet, maple, bready, caramellic with nutty nuances"
3-prOpYLIDENEpHtHALIDE,5373603,sweet,CC/C=C\1/C2=CC=CC=C2C(=O)O1,BitterSweet,"Taste Threshold Values:Taste characteristics at 25 ppm; green, celery, sweet and lovage with vegetative and herbal nuances"
5-Methyl-2-phenyl-2-hexenal,5370602,bitter,CC(C)C/C=C(\C=O)/C1=CC=CC=C1,BitterSweet,The Aroma/Taste threshold values for5-METHYL-2-PHENYL-2-HEXENALis unknown
Neoquassin,72964,bitter,C[C@]12[C@@H]3[C@]4(C)[C@H](C(C)=C(C3=O)OC)C[C@@H](O)O[C@@H]4C[C@H]2[C@H](C)C=C(C1=O)OC,BitterSweet,The Aroma/Taste threshold values foris unknown
Columbin,188289,bitter,C[C@]12[C@]3(O)C(=O)O[C@@H](C=C3)[C@H]1[C@@]4(C)[C@@H](CC2)C(=O)O[C@@H](C4)c5ccoc5,BitterSweet,The Aroma/Taste threshold values foris unknown
Cnicin,5281435,bitter,OC[C@@H](O)C(=C)C(=O)O[C@H]1CC(\C)=C\CCC(\CO)=C\[C@H]([C@@H]12)OC(=O)C2=C,BitterSweet,The Aroma/Taste threshold values foris unknown
Lupulone,68051,bitter,CC(C)=CCC1(CC=C(C)C)C(=O)[C@@H](C(=O)CC(C)C)C(=O)[C@@H](C1=O)CC=C(C)C,BitterSweet,The Aroma/Taste threshold values foris unknown
phloridzin,6072,bitter,c1cc(O)ccc1CCC(=O)c2c(cc(O)cc2O)O[C@H](O3)[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO,BitterSweet,The Aroma/Taste threshold values foris unknown
Neohesperidin,442439,bitter,C[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O1)O[C@H]([C@@H](O)[C@H](O)[C@H]2CO)[C@@H](O2)Oc(cc3O)cc(c34)O[C@@H](CC4=O)c(cc5)cc(O)c5OC,BitterSweet,The Aroma/Taste threshold values foris unknown
Neoeriocitrin,114627,bitter,C[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O1)O[C@H]([C@@H](O)[C@H](O)[C@H]2CO)[C@@H](O2)Oc(cc3O)cc(c34)O[C@@H](CC4=O)c(c5)ccc(O)c5O,BitterSweet,The Aroma/Taste threshold values foris unknown
Naringin,442428,bitter,C[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O1)O[C@H]([C@@H](O)[C@H](O)[C@H]2CO)[C@@H](O2)Oc(cc3O)cc(c34)O[C@@H](CC4=O)c5ccc(O)cc5,BitterSweet,The Aroma/Taste threshold values foris unknown
Quinine,3034034,bitter,C=C[C@H]([C@H]12)C[N@H+](CC2)[C@@H](C1)[C@H](O)c3ccnc(c34)ccc(c4)OC,BitterSweet,The Aroma/Taste threshold values forQUININE HYDROCHLORIDEis unknown
Gentiobiose,441422,bitter,O[C@H](O1)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO[C@H](O2)[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO,BitterSweet,The Aroma/Taste threshold values foris unknown
stevioside,442089,bitter,OC[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O1)OC(=O)[C@](C)(CCC2)[C@@H](CC3)[C@@]2(C)[C@H]([C@@]345)CC[C@@](C5)(C(=C)C4)O[C@H](O6)[C@H]([C@@H](O)[C@H](O)[C@@H]6CO)O[C@H](O7)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]7CO,BitterSweet,The Aroma/Taste threshold values foris unknown
ribose,5311110,sweet,C([C@H]([C@H]([C@H](C=O)O)O)O)O,ChemtastesDB,The Aroma/Taste threshold values forD-RIBOSEis unknown
β-Cyclodextrin,444041,sweet,C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,ChemtastesDB,Taste Threshold Values:Reported to have a taste threshold value lower than that of sucrose with a detection level of 3.9 to 27 ppm and a recognition level of 11 to 52 ppm
Calcium lactate,13144,bitter,CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Ca+2],ChemtastesDB,The Aroma/Taste threshold values foris unknown
L-tyrosine,6057,bitter,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,ChemtastesDB,Aroma Threshold Values:>10 ppm
L-valine,6287,bitter,CC(C)[C@@H](C(=O)O)N,ChemtastesDB,The Aroma/Taste threshold values foris unknown
Oxalic acid,971,sour,C(=O)(C(=O)O)O,ChemtastesDB,The Aroma/Taste threshold values foris unknown
(Z)-whiskey lactone,11094871,coconut,CCCC[C@H]1[C@H](CC(=O)O1)C,flavornet,The Aroma/Taste threshold values foris unknown
(Z)-6-dodecen-γ-lactone,12237817,soap,CCCCC/C=C\C[C@H]1CCC(=O)O1,flavornet,The Aroma/Taste threshold values foris unknown
Geosmin,29746,off-flavor,C[C@H]1CCC[C@@]2([C@@]1(CCCC2)O)C,Off-flavor,The Aroma/Taste threshold values foris unknown
"1,3-Dichlorobenzene; m -Dichlorobenzene",10943,off-flavor,C1=CC(=CC(=C1)Cl)Cl,Off-flavor,The Aroma/Taste threshold values foris unknown
propylbenzene,7668,off-flavor,CCCC1=CC=CC=C1,Off-flavor,The Aroma/Taste threshold values foris unknown
m -Cymene,10812,off-flavor,CC1=CC(=CC=C1)C(C)C,Off-flavor,The Aroma/Taste threshold values foris unknown
2-Methylnaphthalene,7055,off-flavor,CC1=CC2=CC=CC=C2C=C1,Off-flavor,The Aroma/Taste threshold values foris unknown
1-Hexadecene,12395,off-flavor,CCCCCCCCCCCCCCC=C,Off-flavor,The Aroma/Taste threshold values foris unknown
tetracosane,12592,off-flavor,CCCCCCCCCCCCCCCCCCCCCCCC,Off-flavor,The Aroma/Taste threshold values foris unknown
pentacosane,12406,off-flavor,CCCCCCCCCCCCCCCCCCCCCCCCC,Off-flavor,The Aroma/Taste threshold values foris unknown
"(E,E)-Alloocimene",5368821,grass,C/C=C(\C)/C=C/C=C(C)C,AromaDB,The Aroma/Taste threshold values foris unknown
2-Hexyl-1-Decanol,95337,fruity,CCCCCCCCC(CCCCCC)CO,AromaDB,The Aroma/Taste threshold values foris unknown
A-Eudesmol,92762,sweet,CC1=CCC[C@]2([C@H]1C[C@@H](CC2)C(C)(C)O)C,AromaDB,The Aroma/Taste threshold values foris unknown
Carvomenthol,62350,minty ,C[C@@H]1CC[C@H](C[C@H]1O)C(C)C,AromaDB,The Aroma/Taste threshold values forp-MENTHAN-2-OLis unknown
Cis-beta-Santalol,6857681,sweet,C/C(=C/CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/CO,AromaDB,The Aroma/Taste threshold values foris unknown
Civetone,5315941,musky ,C1CCC/C=C\CCCCCCCC(=O)CCC1,AromaDB,Aroma Threshold Values:3 ppb
Dehydromenthofurolactone,71587277,coumarin-like ,C[C@@H]1CCC2=C(C(=O)OC2=C1)C,AromaDB,"Taste Threshold Values:Taste characteristics at 10 ppm; sweet, slightly brown celery-like, slight coconut, minty with brown davana nuances"
Germacrene b,5281519,rose,C/C/1=C\CC/C(=C/CC(=C(C)C)CC1)/C,AromaDB,The Aroma/Taste threshold values foris unknown
Zingiberene,92776,"spice,fruit",CC1=CC[C@@H](C=C1)[C@@H](C)CCC=C(C)C,AromaDB,The Aroma/Taste threshold values foris unknown
o-Cymene，2-Isopropyltoluene,10703,gasoline,CC1=CC=CC=C1C(C)C,food flavor LaBoratory,The Aroma/Taste threshold values foris unknown
"(2S,3r)-2-Methyltetrahydrofuran-3-thiol",7157263,onion,C[C@H]1[C@@H](CCO1)S,OlfactionBase,The Aroma/Taste threshold values foris unknown
D-Isoleucine methyl ester hydrochloride,53472027,onion,CC[C@@H](C)[C@H](C(=O)OC)N.Cl,OlfactionBase,"Taste Threshold Values:alliaceous, onion, sauteed, fried, soupy and pungent"
"(r)-(+)-N,N-Dimethyl-1-phenylethylamine",103034,ammonia,C[C@H](C1=CC=CC=C1)N(C)C,OlfactionBase,The Aroma/Taste threshold values foris unknown
trimethylamine oxide,1145,fishy,C[N+](C)(C)[O-],OlfactionBase,The Aroma/Taste threshold values forTRIETHYLAMINE OXIDEis unknown
5-Ethyl-2-methylthiazole,519732,fishy,CCC1=CN=C(S1)C,OlfactionBase,The Aroma/Taste threshold values for5-ETHYL-2-METHYLTHIAZOLEis unknown
(+)-alpha-pinene,82227,aromatic,CC1=CC[C@@H]2C[C@H]1C2(C)C,OlfactionBase,The Aroma/Taste threshold values foris unknown
gamma-Octalactone,7704,herbal,CCCCC1CCC(=O)O1,OlfactionBase,"Taste Threshold Values:Taste characteristics at 1 to 10 ppm; coconut, fatty, creamy, coumarinic, with a strong creamy and waxy mouthfeel"
Isophytol,10453,herbal,CC(C)CCCC(C)CCCC(C)CCCC(C)(C=C)O,OlfactionBase,The Aroma/Taste threshold values foris unknown
2-Hydroxyacetophenone,68490,herbal,C1=CC=C(C=C1)C(=O)CO,OlfactionBase,The Aroma/Taste threshold values foris unknown
(-)-gamma-Cadinene,92313,herbal,CC1=C[C@H]2[C@H](CC1)C(=C)CC[C@@H]2C(C)C,OlfactionBase,The Aroma/Taste threshold values foris unknown
3-Octyl acetate,521238,herbal,CCCCCC(CC)OC(=O)C,OlfactionBase,"Taste Threshold Values:Taste characteristics at 10 ppm; green, oily and waxy with a weak minty and tropical nuance"
