,Compound Name,pubChem ID,flavor profile,smiles,Source,Aroma Taste Threshold Values
3759,"(2E,4E)-Undeca-2,4-dienal",5367531,"caramellic,spicy",CCCCCC/C=C/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; fatty, waxy green, with chicken nuances"
3764,cis-3-Hexenyl isovalerate,5367681,"apple,pineapple,fresh,tropical,fruity,green",CC/C=C\CCOC(=O)CC(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 1.0 ppm; green, waxy, fruity apple, pineapple, pear with woody and walnut nuances"
3765,cis-3-Hexenyl pentanoate,5367682,"kiwi,apple,unripe banana,fruity,tropical,pear,green",CCCCC(=O)OCC/C=C\CC,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 10 ppm; green, with fresh to unripe, juicy fruity notes reminiscent of apple, pear and kiwi with tropical nuances"
3766,cis-3-Hexenyl phenylacetate,5367698,"kiwi,rose,waxy,sweet,beany,honey,tropical,pea,green",CC/C=C\CCOC(=O)CC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; waxy, green, floral with vegetable and melon nuances"
3767,cis-3-Hexenyl benzoate,5367706,"fresh,floral,fatty,balsam,leaf,orchid,green",CC/C=C\CCOC(=O)C1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; fatty, floral, green, fruity and spicy with woody nuances"
3768,Methyl jasmonate,5367719,"magnolia,jasmine,fresh,waxy,floral,oily,melon,petal",CC/C=C/CC1C(CCC1=O)CC(=O)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; floral, fruity, green, waxy, seedy and melon-like"
3769,Isopropyl tiglate,5367745,green,C/C=C(\C)/C(=O)OC(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; green, minty and vegetative"
3771,Geranyl tiglate,5367785,"geranium,sweet,herbal,fruity",C/C=C(\C)/C(=O)OC/C=C(\C)/CCC=C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 5 to 10 ppm; green, estry melon, berry seedy with a floral and slightly fatty nuance"
3772,Angelic Acid Isobutyl Ester,5367807,"cooling,herbal,caraway,woody,sweet,celery,spicy,green",C/C=C(/C)\C(=O)OCC(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, fruity, sweet, oily, spicy, dill, pepper, caraway and chamomile"
3773,"Cyclopentanone, 2-(2-octenyl)-",5367848,"peach,jasmin,fatty,fruity,green",CCCCC/C=C/CC1CCCC1=O,flavorDB,"Taste Threshold Values:Taste characteristics at 5 to 10 ppm; fruity, green apple and melon with creamy, waxy peachy lactonic nuances"
3775,Methyl 2-nonenoate,5368076,green,CCCCCC/C=C/C(=O)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; green, waxy, oily, fruity, watermelon rind, pear- and apple-like"
3778,"1,1-Diethoxy-cis-4-heptene",5369371,"cucumber seed,waxy,fishy,oily,fatty,dry,creamy,salt,green",CC/C=C\CCC(OCC)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; green, dairy-like, creamy, apple, vegetable and strawberry"
3781,"6-Methylhepta-3,5-dien-2-one",5370101,spice,CC(=C/C=C/C(=O)C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; green and sweet with a brown, herbal aftertaste"
3787,alpha-Irone,5371002,"berry,powdery,floral,woody,orris,violet",CC1CC=C(C(C1(C)C)/C=C/C(=O)C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; woody, fruity, raspberry, orris, and berry with seedy nuances"
3788,"Ionone, methyl-",5371084,"powdery,floral,sweet,woody,fruity,orris,violet",CCC(=O)/C=C/C1C(=CCCC1(C)C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; fruity, berry, woody, ionone-like with floral, jamy nuances"
3789,Amyl cinnamic acetate,5371723,"chocolate,jasmin,cinnamyl,leather,floral,fruity,balsam,spicy",CCCCC/C(=C/C1=CC=CC=C1)/COC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; earthy, fruity, spicy, powdery and balsamic"
3793,cis-3-Hexenyl anthranilate,5372353,"concord grape,jasmin,sweet,orange flower,fruity,green",CC/C=C\CCOC(=O)C1=CC=CC=C1N,flavorDB,Taste Threshold Values:Taste characteristics at 10 to 100 ppm
3794,Alpha-Methylcinnamaldehyde,5372813,spice,C/C(=C\C1=CC=CC=C1)/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; spice, cinnamon, sweet, woody with a slight pungent and hot bite"
3796,beta-Ionol,5373729,"herbal,floral,sweet,woody,tropical,balsam,violet",CC1=C(C(CCC1)(C)C)/C=C/C(C)O,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; floral, violet-like, fruity, woody, berry with powdery nuances"
3798,beta-Damascone,5374527,"apple,tobacco,berry,blackcurrant,rose,floral,plum,fruity,honey",C/C=C/C(=O)C1=C(CCCC1(C)C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; green, woody, minty with a herbal floral nuance"
3834,ethyl (E)-2-methylpent-3-enoate,5463855,"cherry,pineapple,fruity,green",CCOC(=O)C(C)/C=C/C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; sweet, ripe fruity, apple, pineapple, strawberry-like with hints of melon"
3836,"2-Octen-1-ol, acetate",5463875,green,CCCCC/C=C/COC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, fatty and fruity with a fresh nuance"
3837,Ethyl trans-2-decenoate,5463904,"apple,waxy,fruity,pear,green",CCCCCCC/C=C/C(=O)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; pear, apple, green with waxy, fruity nuances"
3838,3-benzyl-4-heptanone,5463905,"mint,berry,herbal,woody,plum,fruity",CCCC(=O)C(CC)CC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; fruity, waxy, slight floral"
3846,Ethyl 4-(methylthio)butyrate,5463935,sulfury,CCOC(=O)CCCSC,flavorDB,Aroma Threshold Values:19 ppb
3850,Leaf acetal,5463962,"earthy,leaf,mushroom,natural,violet,green",CC/C=C/CCOC(C)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 1 ppm; dry, green, rindy with a fruity finish, slightly buttery and mushroom-like with metallic nuances"
3892,Neral diethyl acetal,5772036,"citrus,lemon peel,fresh,waxy,oily,green",CCOC(/C=C(/C)\CCC=C(C)C)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, citrus lemon with waxy nuance"
3893,beta-Ionyl acetate,5797328,"berry,jam,sweet,woody,raspberry,violet",CC1=C(C(CCC1)(C)C)/C=C/C(C)OC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 20 ppm; woody, slightly floral ionone raspberry/berry-like character with jamy floral nuances"
3900,UNII-2W0Q53EZ7G,5869600,"berry,amber,sweet,fruity,soapy",C1CCCC/C=C/CCCCC(=O)OCCCC1,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; sweet, woody, soapy, musky fruity and powdery berry nuance reminiscent of raspberry and strawberry"
3901,UNII-4D11GWS2D2,5892299,"herbal,tomato,woody,blueberry,lavender,green",CC(C)C/C=C(\C=O)/C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; woody, nutshell, cocoa hulls, thiazole-like creamy nuance and a fresh, fruity peachlike nuance"
3903,4-Methyl-2-pentenal,5916154,fruit,CC(C)/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; green, fruity, apple skin, brandy and cider-like"
3913,Angelaldehyde,6028462,"strong,fruit,green",C/C=C(/C)\C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; fresh, fruity, green, pulpy and almond nutty"
3915,2-benzylideneheptan-1-ol,6076971,"jasmine,jasmin,alcohol,waxy,floral",CCCCC/C(=C/C1=CC=CC=C1)/CO,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; sweet, spicy, astringent, green, floral and rosy"
3916,Geranyl isobutyrate,6086514,"peach,apricot,rose,floral,sweet,fruity,green",CC(C)C(=O)OC/C=C(\C)/CCC=C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; sweet, floral and citrus with a fruity nuance"
3921,Isoeugenyl phenylacetate,6114390,beeswax,C/C=C/C1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 40 ppm; sweet, spice and honey-like with powdery nuances"
3924,3-Hexenyl 2-methylbutanoate,6165108,"apple,pineapple,warm,herbal,fresh,sweet,fruity,green",CC/C=C/CCOC(=O)C(C)CC,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, fruity, sweet, juicy and pear-like with vegetative nuances"
3925,2-Methyl-3-(2-furyl)propenal,6210220,"woody,herbal,spice,cinnamon",C/C(=C\C1=CC=CO1)/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; spicy, cinnamon, cassia and woody with a red-hot candy nuance"
3928,3-propylidenephthalide,6259976,"fenugreek,maple,celery",CC/C=C/1\C2=CC=CC=C2C(=O)O1,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; green, celery, sweet and lovage with vegetative and herbal nuances"
3932,Isoborneol,6321405,"must,herbal,woody,balsam,camphor",C[C@@]12CC[C@@H](C1(C)C)C[C@H]2O,flavorDB,Aroma Threshold Values:140 ppb
3936,4-thujanol,6326181,"balsam,wood,woody,balsamic",CC(C)[C@@]12CC[C@@]([C@@H]1C2)(C)O,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; woody, citrus orange and grapefruit-like"
3941,thiogeraniol,6365572,fruit,CC(=CCC/C(=C/CS)/C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 0.5 ppm; minty fruity with green, citrus, fruity nuances"
3958,Ethyl 5-hexenoate,6420258,"pineapple,fruity",CCOC(=O)CCCC=C,flavorDB,"Taste Threshold Values:Taste characteristics at 5 to 10 ppm; sweet, pineapple, jamy overripe fruity and strawberry with sweet onenanthic tutti-fruitti candy nuances"
3961,(Z)-Oct-2-enal,6427080,"fatty,walnut,fruity,leaf,green leaf,green",CCCCC/C=C\C=O,flavorDB,Aroma Threshold Values:3 to 4 ppb
3962,"2E,4Z-Decadienal",6427087,"fat,waxy,fatty,geranium,fried,green",CCCCC/C=C\C=C\C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 2 ppm; rich oily fatty, aldehydic, green, chicken meat with tropical fruit and cilantro nuances"
3964,p-Menthene-8-thiol,6427135,"resinous,sulfury,aromatic,woody,naphthyl,grapefruit",CC1=CCC(CC1)C(C)(C)S,flavorDB,"Taste Threshold Values:Taste characteristics at 0.01 ppm; bitter, waxy, citrus, clean grapefruit, fresh-squeezed juicy with nootkatone and orange juice nuances"
3971,"(2Z,4E)-nona-2,4-dienal",6428555,"wax,fat,fishy,fatty,leaf,nutty,violet,green",CCCC/C=C/C=C\C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, melon, cucumber-like with an aldehydic nuance"
3981,Neryl isovalerate,6429039,"citrus,sage,sweaty,rose,bitter,floral,melon,bergamot,fruity",CC(C)CC(=O)OC/C=C(/C)\CCC=C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 5 to 20 ppm; fruity, rich floral and slightly citrus-like with berry, waxy nuances of blueberry, fruity notes of apple, grape, peach and apricot"
3987,2-phenyl-2-butenal,6429333,"cortex,radish,narcissus,sweet,beany,honey,cocoa,nutty",C/C=C(/C=O)\C1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, vegetative, floral, cocoa and nutty"
3989,(Z)-4-Dodecenal,6430180,fruit,CCCCCCC/C=C\CCC=O,flavorDB,"Aroma Threshold Values:Detection threshold for an analogous material, (E)-2-dodecenal was reported as 0.0014 ppm (water)"
3990,(Z)-8-tetradecenal,6430188,fruit,CCCCC/C=C\CCCCCCC=O,flavorDB,"Aroma Threshold Values:Detection and recognition thresholds for (Z)-8-tetradecenal are reported as 0.067 and 0.064 ppm in water, respectively"
3994,2-trans-6-cis-Dodecadienal,6430759,green,CCCCC/C=C\CC/C=C/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; green, herbal, waxy and aldehydic"
3997,227456-27-1,6430888,"onion,sulfurous",CCC(C(C)CO)S,flavorDB,"Aroma Threshold Values:At low concentrations (0.5 ppb), a pleasant, meat-broth, sweaty, onion and leek-like odor can be perceived"
4007,Isomenthone,6432469,minty,C[C@H]1CC[C@H](C(=O)C1)C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; cooling minty peppermint, sweet ethereal herbal spearmint"
4011,Isopropyl 2-methylisocrotonate,6432902,"mint,spice,vegetable,sweet,green",C/C=C(/C)\C(=O)OC(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; green, minty and vegetative"
4020,"(Z,z)-3,6-nonadien-1-ol",6434541,"honeydew,green,waxy,oily,sweet,melon,cucumber",CC/C=C\C/C=C\CCO,flavorDB,"Taste Threshold Values:Taste characteristics at 0.1 to 1 ppm; heavy, waxy, fresh vegetative green cucumber and melon, with a fatty mouthfeel"
4021,Isobutyl 2-butenoate,6435824,"green,ripe,tropical,fruity,pear,rummy,dry",C/C=C\C(=O)OCC(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; waxy, fruity, sweet with apple and pineapple nuances"
4022,propyl 2-furanacrylate,6435825,"bitter,sweet,caramel,fruity,spice",CCCOC(=O)/C=C\C1=CC=CO1,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; fruity, sweet, spicy, honey and tropical"
4023,2-Ethyl-3-(2-furyl)acrylaldehyde,6435826,"leather,spicy,cinnamon",CC/C(=C\C1=CC=CO1)/C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; sweet brown, coconut, creamy with an astringent nut skin and a vanilla aftertaste"
4030,Isojasmone,6435841,"iactonic,waxy,fatty,floral,creamy,fruity,spicy",CC/C=C/CC1=C(C(=O)CC1)C,flavorDB,"Taste Threshold Values:Taste characteristics at 2.5 ppm; green, fruity, floral, waxy and woody"
4033,"(2Z)-3,7-dimethylocta-2,6-diene-1-thiol",6435868,"sulfurous,berry,fruity,catty,minty,green",CC(=CCC/C(=C\CS)/C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 0.5 ppm; minty fruity with green, citrus, fruity nuances"
4038,4-methyl-2-phenylpent-2-enal,6435914,cocoa,CC(C)/C=C(/C=O)\C1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; floral, sweet, waxy and cocoa-like with a honey nuance"
4045,"2-pentenoic acid, 2-methyl-, (2Z)-",6436344,"acid,sweaty,jam,strawberry,woody,fruity,dry",CC/C=C(/C)\C(=O)O,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; sour, acidic, sweaty, berry and fruit-like"
4046,"(Z)-3,7-Dimethylocta-2,6-dienyl phenylacetate",6436374,honey,CC(=CCC/C(=C\COC(=O)CC1=CC=CC=C1)/C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 35 ppm; floral, rosy, honey and green with fatty, fruity nuances"
4048,14252-84-7,6436439,"coconut,painty,jasmin,cookies,waxy,oily,buttered,green",CC/C=C/CCC1(CCC(=O)O1)C,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 10 ppm; creamy coconut meat with fatty milky, buttery and cheesy lactonic nuances with waxy nutty and fruity notes"
4050,"(2E,4E)-octa-2,4-dien-1-ol",6436488,"mild,fat,waxy,fatty,creamy,chicken",CCC/C=C/C=C/CO,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 5 ppm; fatty, oily and waxy with a broth savory chicken and beef note. Creamy with a cucumber and melon nuance"
4054,Ocimen quintoxide,6436627,"citrus,herbal,sweet,woody,celery,minty,spicy,green",C/C=C(/C)\C1CCC(O1)(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; green, woody, terpy, citrus, lime, with a fresh and cooling nuance"
4056,Apritone,6437428,fruit,CC(=CCC/C(=C/CC1CCCC1=O)/C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 10 ppm; pleasant, intense pulpy apricot and peach with floral nuances. It has green and woody notes with oily nuances"
4057,Methyl alpha-ionylacetate,6437467,"powdery,floral,vetiver,woody,fruity,violet",CC1=CCCC(C1/C=C(\C)/C(C)OC(=O)C)(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 20 ppm; woody, powdery, floral with ionone and berry nuances. It has a linger-ing cherry red licorice candy aftertaste"
4061,34686-71-0,6438070,"peach,coconut,jasmin,waxy,creamy",CC/C=C/CC1CCCC(=O)O1,flavorDB,"Taste Threshold Values:Taste characteristics at 75 ppm; creamy, fatty, coconut, peach and apricot-like with tropical nuances"
4085,UNII-443YU9p708,6537093,spice,CCCOC(=O)/C=C/C1=CC=CO1,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; fruity, sweet, spicy, honey and tropical"
4088,borneol,6552009,"earthy,pine,camphor",C[C@@]12CC[C@@H](C1(C)C)C[C@@H]2O,flavorDB,Aroma Threshold Values:140 ppb
4097,finocchio,6850740,bitter,C/C=C/C1=CC=C(C=C1)OC.CC1(C2CCC(C2)(C1=O)C)C.COC1=CC=C(C=C1)CC=C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; sweet anise, woody, green, herbal, methyl chavicol-like with licorice and root beer nuances and a lingering sweetness that is characteristic of fennel seeds"
4150,(1r)-endo-(+)-fenchyl alcohol,6997371,"lemon,lime,pepper,grape,musty,camphoraceous,raspberry,camphor",C[C@@]12CC[C@@H](C1)C([C@@H]2O)(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 5 ppm; intense camphoraceous, cooling, piney with an earthy nuance. It has minty-citrus lime and spicy notes"
4182,UNII-ZMS1vjK5HY,7567181,terpentine,C[C@H]1CC(=O)C=C2[C@@]1(C[C@H](CC2)C(=C)C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; grapefruit, citrus, orange and butter"
4493,2-Methylthioacetaldehyde,10887828,"mustard,sulfurous,garlic,onion,vegetable,potato,nutty",CSCC=O,flavorDB,Taste Threshold Values:Taste characteristics at 25 ppm
4557,UNII-4IM7ND375U,11041412,"apple,banana,watermelon,woody,leaf,green",CC/C=C\CCCCOC(=O)CC,flavorDB,"Taste Threshold Values:Taste characteristics at 0.1 to 5 ppm; green waxy fruit, with fleshy apple, pineapple and banana notes. It imparts a nice mouthfeel with melon and tropical nuances"
4566,(Z)-Hex-4-enal,11094547,"vegetable,green",C/C=C\CCC=O,flavorDB,Aroma Threshold Values:0.3 ppb
4607,2-Mercapto-2-Methyl-1-pentanol,11240503,sulfurous,CCCC(C)(CO)S,flavorDB,Aroma Threshold Values:Odor threshold = 0.15 ppb
4627,Cis-jasmonolactone,11332852,savory ,CC/C=C\CCC1(CCC(=O)O1)C,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 10 ppm; creamy coconut meat with fatty milky, buttery and cheesy lactonic nuances with waxy nutty and fruity notes"
4628,cycloheptadec-9-en-1-one,11334208,"animal,sweet,musk,clean,dry",C1CCC/C=C/CCCCCCCC(=O)CCC1,flavorDB,Aroma Threshold Values:3 ppb
4755,jasmolactone,11969488,fruit ,CC/C=C/CCC1CCCC(=O)O1,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; creamy, waxy, sweet fatty with a fruity peach and coconut nuance"
4833,"2-pentenal, (Z)-",12365893,"apple,orange,tomato,pungent,green",CC/C=C\C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; green, waxy and fruity"
4834,UNII-M41Y60O5bZ,12376292,"grass,powerful,gassy,fruity,green",CC/C=C(/C)\C=O,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; sweet, tangy, juicy fruit, cherry, almond, citrus and topical with a slight penetrating burning sensation and jamy brown with an alliaceous sharpness"
4835,2-Octen-4-one,12409825,"yeast,jam preserves,fruit,tropical,metallic,mushroom",CCCCC(=O)/C=C\C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; sweet, fruity, pineapple, strawberry with a ripe tropical nuance"
4839,"3,5-Heptadien-2-one, 6-methyl-, (3Z)-",12510894,"coconut,spice,sweet,woody,weedy,cinnamon",CC(=C/C=C\C(=O)C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; green and sweet with a brown, herbal aftertaste"
4849,2-Octenyl acetate,12807117,"earthy,tropical,melon,aldehydic,pear,green",CCCCC/C=C\COC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; green, fatty and fruity with a fresh nuance"
5045,cis-3-Hexenyl tiglate,15461361,"cortex,vegetable,herbal,banana,earthy,green",CC/C=C\CCOC(=O)/C(=C/C)/C,flavorDB,Taste Threshold Values:Taste characteristics at 1 to 5 ppm
5051,WLN: r1U1vO1r,15558051,"peach,chocolate,pineapple,apricot,floral,sweet,fruity,balsam,cherry",C1=CC=C(C=C1)COC(=O)/C=C\C2=CC=CC=C2,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; spicy, floral, fruity, balsamic"
5091,UNII-27Y1fYY1bv,15824502,fruity,CC/C=C\CCC(=O)OCC,flavorDB,"Taste Threshold Values:Taste at 1 to 5 ppm is green, slightly floral, fatty waxy, green banana, green vegetative with berry and fruity nuances"
5148,St51037632,16211403,"caramel,coffee,sweet,sugar,woody,maple",CC1CCC(=O)C1=O.CC1=C(C(=O)CC1)O,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; sweet, maple, bready, caramellic with nutty nuances"
5154,vitamin U,16217806,"potato,tomato,sulfury,malty,green",C[S+](C)CC[C@@H](C(=O)O)N.[Cl-],flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; sulfureous creamy, tomato, malty, vegetable like"
